Title,Authors,Category_en,weighted_average
A. Fairwell to Arms (Hardcover),['ernest hemingway'],['translation: classical book'],1.8707254841684606
History in the drama movement of Bangladesh (Hardca),['obaidul haque sarkar'],['context bangladesh'],1.8707254841684606
Father of the Nation Bangabandhu Sheikh Mujib and Bangladesh (Hardcover),['mohammad mofizul haque'],['political personality'],1.8707254841684606
Human Religion Humanity (Human Religion Huminity) (Hardcover),['rafiqul islam chowdhury'],['education'],1.9261288480962633
Who?(Hardcover),['akash mahmud'],['contemporary story'],1.3869891040748714
Children's politics of political economy (hardcover),['dr.nehar kumar sarker'],['child-teenage articles'],1.8707254841684606
Grim brothers fairytale (hardcover),['mustow (editors)'],['child-teenage story'],1.8707254841684606
The intellect is the intellectual intelligence (hardcover),['professor jamal ahmed'],['mathematics'],1.8707254841684606
The whole of Mahi,['hasan mostafizur rahman'],['contemporary novel'],1.6965803873347685
Kushtia in the folk culture,['dr.md. jahangir hossain'],['region and district based'],1.3869891040748714
Stalin (Hardcover),['rahul sankritayon'],['historical personality'],1.8707254841684606
Best Story (Hardcover),['bibhutibhushan bandyopadhyay'],['story compilation and whole'],1.3869891040748714
Echemy of children (hardcover),['fazle ahmed'],['child-teenage: language movement and liberation war'],1.8707254841684606
Gautam Buddha (Hardcover),['sheikh masum kamal'],['buddhist religious personality'],1.3869891040748714
The freedom fighter (hardcover) of the rationangan,['rukunuddaulah'],"['freedom fighters, sectorquakers, military and civilian forces']",1.8707254841684606
Jessore (Hardcover) in the War of Liberation,['rukunuddaulah'],['district and sector-based liberation war'],1.3869891040748714
Lokchara (Hardcover),['rabindranath tagore'],['rhyme'],1.8707254841684606
Last writing (hardcover),['rabindranath tagore'],['romantic poetry'],1.3869891040748714
Children's Teenagers Bangabandhu (Hardcover),['unique hayat'],['when age 12-17: biography book'],1.8707254841684606
Roughly fine diamond pearl,['dr.saadat hussein'],['miscellaneous articles'],1.8707254841684606
My Bangladesh in spent life (hardcover),['naomi watan'],"[""women's biography""]",1.4975574195248347
Perry Mason Mystery Mystery (Hardcover),['earl stanley gardner'],"['translation: mystery, detective, horror, myth, thriller, and adventure']",1.9138169894456405
Mother (Hardcover),['maxim gorky'],['translation novel'],1.4975574195248347
I am your people,['rezaul karim'],"['literary, art and music personality']",1.8707254841684606
Best Story,['hans christian anderson'],['translation story'],1.8707254841684606
Krishnakumari (Hardcover),['michael madhusudan dutta'],['drama'],1.8707254841684606
Madivation of capitalism,['sirajul islam chowdhury'],['capitalism'],1.8707254841684606
Mahaji Begum Rokeya (Hardcover),['ahmad motiur rahman'],['historical personality'],1.3869891040748714
Good,['sarat chandra chattopadhyay'],['classical novel'],2.383751969532584
Tarabyatus Salik (1-3 chunks together) (hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['spirituality and sufism'],1.3869891040748714
Blue mirror,['deenbandhu mitra'],['drama'],1.8707254841684606
"In the story of the story, the Hazrat Uthman ibn Afan (May Allah be pleased with him) is 100 incidents (hardcover)",['maulana khurram yusuf'],"[""children's islamic book""]",1.8707254841684606
Hazrat Ali (May Allah be pleased with him) 100 events in the story of the story (hardcover),['maulana muhammad siddique minshabi'],"[""children's islamic book""]",1.8707254841684606
Basic Livestock Directorate Recruitment Guide (Paperback),['recruitment publications (editor)'],['other job preparation guides'],1.8707254841684606
One flashing legend Humayun Ahmed (Hardcover),['mushtaq ahmed'],"['literary, art and music personality']",1.9425446596304268
Blue peacock's youth (hardcover),['selina hossain'],['historical novels'],1.9425446596304268
English handwriting,['hassive ashraf'],['childrenis: primary education'],1.8707254841684606
Unbeaten (hardcover),['bibhutibhushan bandyopadhyay'],['classical novel'],1.3869891040748714
Business with religion,['anis alamgir'],['contemporary bangladesh'],2.4981002151859824
What is a Muslim in Muslim work?(Hardcover),['mufti iliachuri madaripuri (translator)'],['islamic translation book'],1.3869891040748714
Bishinabir.Predictions (Hardcover),['ruhani shaikh hazrat maulana emamuddin md. taha'],['rasool in sita'],1.8707254841684606
Maoyu 'hadith or conventional fake Hadith (hardcover),['professor dr.mufti muhammad manjurur rahman'],['hadith and sunnat'],1.8707254841684606
Love of Allah: Selected Boy (Hardcover),['maulana tariq jamil'],"['invitation, tabligh, lecture, discussion and waj']",1.8707254841684606
Children feed (Paperback),"[""dr.mussatafa as-sabi'i""]","['family, parenting and children affairs']",1.8707254841684606
A lot of unknown words in light of the Qur'an and Hadith (hardcover),['mao: mohiuddin kasemi'],['islamic miscellaneous books'],1.3869891040748714
One of the best essays of Bangla literature (hardcover),['abul assad (editor)'],"['articles, articles and research entire ', ' compilation']",1.8707254841684606
Orbit BPAID Trainee Help (Bachelor of Physical Education Course 1st Semistry) (Paperback),['md. mustafizur rahman'],['teacher recruitment guide'],1.8707254841684606
Bidut Law and Rules,['dr.mohammad ansar ali khan'],"[""manuals l's""]",1.8707254841684606
Attestry (Hardcover),['camelia royak aloe'],['contemporary novel'],2.383751969532584
The importance and significance of the virtue of Darud Sharif (Hardca),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],"['prayer, darood and yikar']",1.8707254841684606
Dollar philosophy (hardcover),['abdul mobin'],['philosophy'],1.8707254841684606
Curtain (Hardcover),['agatha christie'],['mystery and intelligence'],1.8707254841684606
Normatiti (Hardcover),['siam mehraf'],['thriller and adventure novels'],2.9676244771725866
Happiness in this city (hardcover),['minhaj faisal'],['contemporary story'],1.3869891040748714
Magic sir (hardcover),['minhaj faisal'],['child-teenage story'],1.8707254841684606
Importance of the Prohibition of Riba in Islam (Paperback),['imran n. hosein'],['islamic financial and business'],1.3869891040748714
Dr.Lutfar Rahman Composition (Hardcover),['dr. lutfar rahman'],['composite compilation and whole'],1.6965803873347685
Rouhani Bar Chants 60 Skhutba (including Bangla translation) TP cover,['allama ibn nabu'],['the help of islamic period and period'],1.3869891040748714
Dr.Zakir Naik's false doctrine 1-3 (hardcover),['allama syyid khalik sajid bukhari'],"['islamic research, criticism and essay']",3.7467119108988154
Simple methods are beautiful in small: English handwriting learning book (second part) (paper),['gazi publication (editor)'],['children and teens: primary learning'],1.8707254841684606
1st chunk (hardcover) of light of light,['dr.abdur rahman rafat pasha rah'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Charapada (Hardcover),['perstorn majumder'],['literature criticism'],1.8707254841684606
Dream of dreaming life (hardcover),['dr.ayia al-khan'],['islamic books: self-development'],1.8707254841684606
Enjoy life (hardcover),['dr.muhammad ibn abdur rahman arifi'],['islamic books: self-development'],1.8707254841684606
The world's best three mystery: Classic Volume (Hardcover),['howard fast'],"['mystery, detective, horror, myth, thriller, and adventure: translation']",1.8707254841684606
Koran or pure Tabriz Vendant (Hardcover) in Sahih Amazon,['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['the help of islamic period and period'],1.6965803873347685
Imam Hasan and Hossain (ra :) biography (hardcover),['at.s.m.azizul haque ansari'],['islam is religious personality'],1.580483656112307
Maulinath (Hardcover),['buddhadeb basu'],['contemporary novel'],1.8707254841684606
Hours of Hours (Hardcover),['dr.muhammad ibn abdur rahman arifi'],['special day and events of islam'],1.3869891040748714
Scene poetry Farrukh Ahmad (Hardcover),['musa al-hafeez'],['poetry criticism'],1.9425446596304268
Exporters Guidelines (Hardcover),['md liton (editor)'],['business and investment'],1.8707254841684606
Famous commentators and their commentary methods (Paperback),['professor dr.a.b.saiful islam siddiki (translator)'],"['islamic research, criticism and essay']",1.8707254841684606
Behesati Jeor (Hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['the help of islamic period and period'],1.3869891040748714
What is the torment of the grave?Real events (hardcover),['maulana abdur rahman'],"['death, hereafter and paradise-hell']",1.8707254841684606
Question Bank Khulna University (B unit) Humanitarian Faculty (Paperback),['confirmation publications (editor)'],['humanities department admission guide'],1.4353627420842303
Five Mystery Novels (Hardcover),['sheikh abdul hakim (translator)'],['mystery and intelligence'],2.4981002151859824
Conversation (Hardcover),['powerendu'],['bengali poetry'],1.8707254841684606
A'inul Mugs (Paperback),['maktabatul quran'],['islamic studies (textbook)'],1.8707254841684606
Call of Islam (Hardcover),['professor muhammad hamidur rahman'],"['invitation, tabligh, lecture, discussion and waj']",1.3869891040748714
"Transverse document law, 1881",['dr.mohammad ansar ali khan'],['saxtion act'],1.8707254841684606
Life ranges (hardcover),['mohit kamal'],['the whole of the novel'],1.8707254841684606
Nur Nurani full-fledged Majammu Azifa Sharif (all the chunks together-dum-size),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],"['prayer, darood and yikar']",1.6965803873347685
Human Body Events (Hardcover),['mahbubur rahman shaheen (editor)'],['childrenis: general knowledge'],1.8707254841684606
Primary Teacher Employment Questions Bank (Newsprint),['metro publications (editor)'],['primary teacher appointment'],1.8707254841684606
Science not magic (hardcover),['nasrin mustafa'],"['childrenis: mathematics, science and technology']",1.3869891040748714
Khoka from Bangabandhu (Hardcover),['md. abul kalam azad (editor)'],['political personality'],1.8707254841684606
Ozifa (Paperback),['shaykh al-hadith allama mohammad habibur rahman'],"['prayer, darood and yikar']",1.8707254841684606
Joy of Women's Birth (Hardcor),['mufti ruhul amin jessore'],['women related'],1.3869891040748714
Private College lecturer registration test guide: Sociology (Paperback),['zakir hossain emon'],['teacher recruitment guide'],1.4353627420842303
Determine fun (hardcover),['kamal chakraborty'],['mathematics'],1.8707254841684606
Akabi's world's world life (hardcover),['sayyid habibullah mars'],['muslim personality'],1.8707254841684606
Excellent a farm recruiting guide,['md. nurul amin (editor)'],['test preparation'],1.8707254841684606
Tin swords (hardcover),['dutch'],['drama'],1.3869891040748714
The Last Hunter-Desent,['jeremy robinson'],"['mystery, detective, horror, myth, thriller, and adventure: translation']",2.43536274208423
Islam in Islam and the status of women (hardcover),['al mujahidi'],['screen provision'],1.3869891040748714
Sunanan Nasai Sharif 1-5 chunks together,['solemania book house'],['hadith and sunnat'],1.9425446596304268
Ashaba's Messenger Life (Hardcover),['khalid muhammad'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.9425446596304268
"Police Regulation, Bengal 1 Done (Hardcover)",['barrister mahbubur rahman (translator)'],['documentary law'],1.3869891040748714
Deobondiath and We (Hardcover),['mufti saeed ahmad'],['islamic miscellaneous books'],1.9425446596304268
Lalasalu (Hardcover),['syed waliullah'],['classical novel'],1.8707254841684606
The Popper Prince and The Eucalyptus Jinn (Hardcover),['uthman t.owner'],['translation novel'],1.3869891040748714
Poetry (hardcover),['atul chandra gupta'],['poetry criticism'],1.8707254841684606
The best story story of policy education read life (hardcover),['gs.s. (editor)'],['child-teenage story'],1.8707254841684606
Ogo Bhabson is Me (Hardcover),['al mahmud'],['contemporary novel'],1.8707254841684606
Last writing (hardcover),['rabindranath tagore'],['bengali poetry'],1.8707254841684606
Ramadan's Emergency Emergency Mashain,['maulana muhammad abdul qayyum'],"['fasting ', ' fasting']",1.580483656112307
Sahih Maqaqul Mu'minin,['hafez maulana mohiuddin mahmud muhammud'],['the help of islamic period and period'],1.8707254841684606
During the period Savior (Hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['the help of islamic period and period'],1.8707254841684606
Bar Chan's Fajilat and Amal,['maulana m.andbari'],['the help of islamic period and period'],1.8707254841684606
The Last Prophet (Khatamun Nabiyyin) (Hardcover),['dr. a h m mujtaba hossain'],['sirat rasul s.a.w'],1.8707254841684606
How to Make Life (Hardcover),['mufti saeed ahmad'],['personal and family life'],1.8707254841684606
Muslim Mahaji: 300 standard women's life (hardcover),['hazrat maulana isaac multanian'],['biography of mahaji women'],1.3869891040748714
Shuvo-1: Suspicious (Hardcover),['zahirul haque opi'],['thriller'],4.684300444319847
The wonders of the Quran Hadith,['mao: mujibur rahman'],['rasool in sita'],1.8707254841684606
Hadith Ratnaker or Regulatory Method (Hardcover),['hazrat maulana shamsul haque faridpuri'],"['islamic law, fatwa and fiqh']",1.8707254841684606
Modern food nutrition and cooking education (white),['dr. fariha rahman'],['recipe'],1.3869891040748714
The story of truth,['hasan alim'],['spirituality and sufism'],1.8707254841684606
The word of Allah in the Hadith (peace be upon him),['hazratul allama muhammad madani (r :)'],['hadith and sunnat'],1.8707254841684606
Sahih Ni'amul Quran,['maulana shamsul haque'],['the help of islamic period and period'],1.8707254841684606
Justice and Trust Act (Hardcover),['shri dinesh chandra devnath (translator)'],['documentary law'],1.8707254841684606
Ilama Boy,['mufti saeed ahmad'],['the help of islamic period and period'],1.8707254841684606
Raihan,['dr. lutfar rahman'],['classical novel'],1.8707254841684606
Imagine (Hardcover),['rabindranath tagore'],['bengali poetry'],1.8707254841684606
God in Sunnah (peace be upon him),['dr.at.andeat'],['hadith and sunnat'],1.8707254841684606
New Himu (Hardcover) in the city,['j.hossain'],['contemporary story'],1.8707254841684606
King Idipus (Hardcover),['taufikul hakim'],['translation: drama'],1.9425446596304268
Bangladesh Guide (Paperback),['saiful islam (editor)'],['miscellaneous'],1.8707254841684606
NGO Atheist-Murtad (Hardcor),['maulana noman ahmad rah'],['islamic miscellaneous books'],1.9204464517959758
Ma'Ariful Hadith 9th,['maulana mohammad manjur nomani (ra)'],['hadith and sunnat'],1.3869891040748714
The Feet (Hardcover),['dr.muhammad abdur rahman al-arifi'],['islam is the context'],1.8707254841684606
Biography of the world's best 101,['awlad hossain khan (translators)'],['scientist'],1.8707254841684606
Hassin (Hardcover) of the Dwar (Hardca) of the Davy (Sahu),['imam muhammad jazari dameshi (rh)'],"['prayer, darood and yikar']",1.8707254841684606
Teenage Hadith Introduction,['hafez munir uddin ahmad'],['children-teenage: religious books'],1.3869891040748714
Imam Abu Hanifa (RA) - Wonderful events,['maulana abdul qayyum haqqani'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
You (Hardcover) touches the water of the clouds,['kanta kamrun'],['contemporary novel'],1.3869891040748714
Our prayer in the light of Sunnah,['mufti muhammad ibrahim azam'],"['salat ', ' prayer']",1.8707254841684606
Paradise and Hell in the light of the Qur'an and Hadith,['maulana mohammad mizanur rahman'],"['salat ', ' prayer']",1.3869891040748714
Battle dead body (hardcover),['mufti sultan ahmad (editor)'],['special day and events of islam'],1.8707254841684606
What is the screen?(Hardcover),['hafez maulana muhammad habibur rahman (editor)'],['screen provision'],1.8707254841684606
"Grief-Sindh (Mohram, Rescue and Azid-Bedge Episode) (Hardcover)",['mir mosharraf hossain'],['classical novel'],1.3869891040748714
Youth (Hardcover),['ahmed farooq'],['romantic novel'],1.3869891040748714
Saxes for All (Hardcover),['imam jahidul islam zahid'],['self development and motivation'],1.3869891040748714
Umar Ibn al-Khattab (R) (Hardcover),['abdul malik mujahid'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Golden Age Emperor (Hardcover),['kazi abul kalam siddiq'],['children-teenage: religious books'],1.8707254841684606
The story of the ball (hardcover),['dr.umm bushra sumana'],['contemporary story'],1.8707254841684606
Nuzul (hardcover) in Surahs based on the Qur'an,['shaikh muhammad al-gazali as saka'],['the quran'],1.3869891040748714
Ideal tasks and education education (Paperback),['mohammad shah alam sarker'],['kindergarten'],1.9425446596304268
Kashful Bari Sharhu Sahihil Bukhari - (2nd chunk) (Hardcover),['mufti muhammad idris kasemi'],['arabic & urdu languages books'],1.8707254841684606
Four Imam's Amazon Word,['mufti umar farooq'],['islamic ideals and doctrine'],1.8707254841684606
Cuzo,['stephen king'],"['when age 12-17: mystery, detective, thriller and adventure']",2.8252278533343227
Political Hitman at Confessions,['ehsan wool haq (translator)'],['translation: politics'],1.8707254841684606
Mr. Momen Momenin or Bherwest of heaven 1 to 15 pieces (small) (hardcover),['ø\xadùƒùšù… ø§ù„ø§ù…øª ù…ùˆù„ø§ù†ø§ ø§ø´ø±ù\x81 ø¹ù„ùš øªù‡ø§ù†ùˆùš ø±ø\xad (hakimul ummat maulana ashraf ali thanvi rah.)'],['the help of islamic period and period'],1.6965803873347685
Ahl al-Hadith versus Guy Mukalid (Hardcover),['allama sarfaraz khan safadar (r)'],['islamic miscellaneous books'],1.8707254841684606
Ali (R) (Hardcover) in hundreds of stories,['siddiq minshawi'],['children-teenage: famous person and biography'],1.8707254841684606
History of Summary Summary-2,['syed abul hasan ali rahi rah.'],['translation: islam'],1.3869891040748714
Mother (Hardcover),['maxim gorky'],['translation: classical book'],1.9353627420842303
The children of children (S) (hardcover),['hazratul allama solomon river (r :)'],['rasool in sita'],1.8707254841684606
Sweet beautiful name and mother and baby care (hardcover),['maulana mahbubur rahman (editor)'],['women and baby health'],1.8707254841684606
Management Thought (Paperback),['md. monirul islam'],['honors'],1.9425446596304268
Time price and life pursuit (hardcover),['maulana liaquat ali'],"['invitation, tabligh, lecture, discussion and waj']",1.9425446596304268
Imam Bukhari was La Madhari?(Hardcover),['mufti tauhidul islam'],"['islamic research, criticism and essay']",2.43536274208423
Fazzer (Paperback),['hadrat mao: abdul wahhab (ra)'],['the help of islamic period and period'],1.8707254841684606
Meeting (Hardcover),['imam az-jahhabi'],['islamic rules and masayel'],1.8707254841684606
Tayatul Auliya (Hardcor),['maulana nurur rahman'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Jindna-3rd chunk (hardcover) in Karawan,['syed abul hasan ali rahi rah.'],['muslim personality'],1.8707254841684606
Kayavasah Ampara (printing Calcutta) (Paperback),['said publication (editor)'],['arabic learning'],1.8707254841684606
Biography of my life Bibi Kulasum (Hardcover),['mir mosharraf hossain'],"['literary, art and music personality']",1.8707254841684606
Kids Easy Jumbo Cartoon Colouring Book-4 - (Paperback),['paste publication (editor)'],['children and teens: drawing and music'],1.8707254841684606
600 educational events of four caliphs (hardcover),['ahmad abdul a tahtavi'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Rajsingh (Hardcor),['bankimchandra chattopadhyay'],['classical novel'],1.8707254841684606
The story of the children's Arab Rajni (hardcover),['anik happy (editor)'],['child-teenage story'],1.8707254841684606
Copy Colour Fun (Childrens Colour Box) 2 (Paperback),"[""children's publication (editor)""]",['children and teens: drawing and music'],1.8707254841684606
Ashaby's life-life (hardcover),['maulana sirajul islam (translator)'],['rasool in sita'],1.9425446596304268
Rehla and lonely one cavalry travel,['iqbal rashidin'],['typical and travel'],1.8707254841684606
Bankers Selection Recruitment Guide,['dikdarshan publication (editor)'],['preparation of employment of bank jobs'],1.8707254841684606
Islamic Banking (only for the Zibib candidates) (Paperback),['mohammad kabir ahmed'],['islamic economy and business trade'],1.8707254841684606
Universe and World Cosmology (Hardcover),['khairul alam monir'],['space science and astronomy'],1.8707254841684606
"In the light of the Quran Hadith, Jesus is the Life story (Hardcover)",['abdul basir bin nowshad (editor)'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
"After prayer, special prayers and amal (paperback)",['ruhani shaykh hazrat maulana emamuddin md. taha (editor)'],"['dua, dud and mention']",1.8707254841684606
Srikanta (Inthanti) (Hardcover),['sarat chandra chattopadhyay'],['classical novel'],1.3869891040748714
Krishnakanta Will (Hardcover),['bankimchandra chattopadhyay'],['classical novel'],1.8707254841684606
Hazrat Osman (R),['maulana nurur rahman'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Land Management: Field Administration (Hardcover),['hassan jahangir alam'],['properties law'],1.8707254841684606
Sometime in Riyadhus,['imam muhiuddin yahya an-nabu (r)'],['hadith'],1.3869891040748714
Sometical 4th volume in Riyadhus (Hardcor),['imam muhiuddin yahya an-nabu (r)'],['hadith'],1.9425446596304268
Meroon funny funny: paper toys (hardcover),['gazi publication (editor)'],['child-teenage: miscellaneous'],1.8707254841684606
Instruction Manual Of Technical Textile (Paperback),['g.m. faysal'],['textile engineering'],1.4353627420842303
Mufti Shafi RahIts Shaykh and Akabir (Hardcover),['(ø´ùšø® ø§ù„ø§ø³ù„ø§ù… ù…ù\x81øªùš ù…ø\xadù…ø¯ øªù‚ùš ø¹ø«ù…ø§ù†ùš) shaikhul islam mufti mufti muhammad toki uthmani'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
The story of that story increases (hardcover),['maulana julfika ahmad nodes'],['islamic story'],1.3869891040748714
The future strategy of Islamic movement (hardcover),['dr.yusuf al-qaria'],"['islamic territory, governance and politics']",1.3869891040748714
Saheeh Nurani Bangla Pronunciation and Easy Simple Bangabars Qur'an Sharif (Art White 7) (Hardcover),['maulana muhammad abdul hakim (translator)'],['nurani quran'],1.9425446596304268
Bible Quran and mankind (hardcover),['mohammad abul kalam'],"['islamic research, criticism and essay']",1.4353627420842303
Dreams Evening MBA Admission Guide Question and Solutions (Paperback),['bernard (sumon sen) in achilles'],['admission test preparation'],1.8707254841684606
"Nurani Quran Sharif (30 paradoxes) (Bengali pronunciation, easy Bengali translation brief tafsir, nuzul and necessary takes)",['maulana muhammad ibrahim (translator)'],['conscience quran'],1.8707254841684606
The poet of two hearts (hardcover),['abdur rashid khan'],['bengali poetry'],1.8707254841684606
Islamic life system: evil behavior and his Islamah 8th chunk (hardcave),['(ø´ùšø® ø§ù„ø§ø³ù„ø§ù… ù…ù\x81øªùš ù…ø\xadù…ø¯ øªù‚ùš ø¹ø«ù…ø§ù†ùš) shaikhul islam mufti mufti muhammad toki uthmani'],['islamic rules and masayel'],1.8707254841684606
The poem about Bangabandhu Sheikh Mujibur Rahman's autobiography: Father of the Nation (Hardcover),['shah alam ajmer'],['political personality'],1.8707254841684606
Friendship and Love (Hardcover),['mufti muhammad toki uthmani'],['personal and family life'],1.8707254841684606
Badar to Mecca (Hardcover),['maulana shamsuddin sadi (editor)'],['spirituality and sufism'],1.8707254841684606
The Quran and the last judgment of the Qur'an and the Figure of Paradise and Hell (Hardca),['shamsul haque chowdhury'],"['death, hereafter and paradise-hell']",1.8707254841684606
Saheeh Nurani Full Awaipha Sharif (Paperback),['maulana muhammad ibrahim (editor)'],"['dua, dud and mention']",1.8707254841684606
Vivibility Guide (Civil Engineering) (Paperback),['shahin khandaker (editor)'],['engineering appointment'],1.8707254841684606
Bipradas (Hardcover),['sarat chandra chattopadhyay'],['classical novel'],1.8707254841684606
"Hazrat IdestesProphet Noah, Prophet Hud.Hazrat Callah(Hardcover)",['allama halayz bin casir'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
Ten days (hardcover) in the world,['don reed'],['translation: politics'],1.8707254841684606
Spiritani Punjegana Augifa (Paperback),['al-ishahock publication (editor)'],"['dua, dud and mention']",1.6965803873347685
People's murder documents,['muhammad is jainul abidin'],['contemporary articles'],1.9353627420842303
Path of Paradise and Paths (Hardcover),['hazrat maulana muhammadullah hahameter huzur rah'],"['death, hereafter and paradise-hell']",1.8707254841684606
Ayatul Kurasi's Hakkat and Virtue and Durud in Ahkam (Hardca),['maulana anwarul bari'],"['prayer, darood and yikar']",1.8707254841684606
Valca Hitler's conspiracy conspiracy (hardcover),['philip von bowler'],['political conspiracy and killings'],1.8707254841684606
Minor Act,['justice siddiqur rahman mia'],['documentary law'],1.8707254841684606
Schedule plastic,['emdadia library'],"['salat ', ' prayer']",1.8707254841684606
Private Education Management (Hardcover),['md. fazlul haque'],['documentary law'],1.8707254841684606
Civil Drafting In English (Hardcover),['mohamed badour rashid'],['civil procedure & practice law'],1.3869891040748714
Twenty five prophets and messengers (hardcables),['maulana muhammad shahidul islam (editor)'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.8707254841684606
The dust of the way (hardcover),['tania sultana'],['contemporary novel'],2.4981002151859824
The invitation of the Prophet (S) is the medium and medium,['professor dr.abdur rahman anwari'],"['prophet messenger, sahaba, tabee and oli-awlia']",1.3869891040748714
Think and Grow Rich (Hardcover),['napoleon hill'],['translation: self-development and meditation'],1.8707254841684606
Rabindranath (Hardcover) found in the argument,['shamsuzzaman khan'],['rabindranath'],1.8707254841684606
Baby Development and Service (Hardcover),['sraban ahmed'],['women and children'],1.8707254841684606
We will win (hardcover),['muhammad mofazzal'],"[""children's teenage: mystery, detective, horror, thriller and adventure""]",1.8707254841684606
Soil soil's health and environment,['dr.md. anisur rahman'],['environment and nature'],1.3869891040748714
Story-2 (Hardcover),['moinul ahsan saber'],['the whole of the story'],1.9425446596304268
Science on holiday,['bulbul ahmed'],['science and technology'],1.8707254841684606
Nazrul Practices in Bangladesh: Mask and Reality (Hardcover),['abdul hi sikder'],['literature criticism'],1.3869891040748714
Funny game with mathematics (hardcover),['dr.shafina sharmin'],['mathematics'],1.8707254841684606
Hachoico,['abdul hi sikder'],['child-teenage story'],1.8707254841684606
Nexus Memorising,['nexus publication ltd. (editor)'],"['bangla, english and general knowledge']",1.9261288480962633
Rose laughing red (hardcover),['abu saleh'],['bengali poetry'],1.8707254841684606
Recent trends of private universities,"[""muhammad abu na's tipu""]",['education'],1.3869891040748714
National Election 2008 (Hardcover),['sheikh rehana (editor)'],['political research and essay'],1.3869891040748714
Folklore-Brahmanbaria (3rd chunk) of Bangladesh (Hardcover),['muhammad habibullah send (editor)'],['classical story'],1.3869891040748714
Politics of Bangladesh: War criminal Jamaat and militant context -4th chunk,['dr.mohammad abdur rashid (editor)'],['political research and essay'],1.6965803873347685
Opening the two gates in ten,['pure syed'],['bengali poetry'],1.8707254841684606
Death of Nandit John (Hardcover),['habib mustafa'],['biography and memorization: miscellaneous'],1.8707254841684606
Smack in the Mahabip (hardcover),['iqbal khandaker'],['child-teenage story'],2.4981002151859824
What is the blood (hardcover) at the tears,['al mahmud'],['bengali poetry'],1.8707254841684606
Food and nutrition,['dr.md. shahidur rashid bhuiyan'],"['miscellaneous: cooking, food and nutrition']",1.8707254841684606
Selected Moslem India,['soumitra shekhar (editor)'],['history'],1.3869891040748714
Pound Divhas (Hardcover),['zillur rahman sohag'],['contemporary story'],1.3869891040748714
Free Life Short (Hardcover),['mahfuz ullah'],"['column collection ', ' compilation']",1.8707254841684606
High Court Division Permission Guide (Hardcover),['nurul alam mohammad nipu'],['others book on law'],1.8707254841684606
Kiranmala (Hardcover),['dakshinanjan mitra majumder'],['child-teenage story'],1.8707254841684606
Winter-spring (hardcover),['dakshinanjan mitra majumder'],['child-teenage story'],1.8707254841684606
Honors First Year Islamic Studies (Qur'anik 1st Letter) (Paperback),['dr.md. rezaul karim (editor)'],['national university: islam education division - honors book'],1.8707254841684606
Medi Real Practices (Hardcover),['md. hossain ali'],['medical filling preparation'],2.4110693528909835
Muslim law (hardcover),['mullah'],['muslim law'],1.8707254841684606
Amusement and sports in the eyes of Islam,['mufti abdur rahman'],['islamic rules and masayel'],1.8707254841684606
